ID	targeted_metabolomics_1	targeted_metabolomics_2	targeted_metabolomics_3	targeted_metabolomics_4	targeted_metabolomics_5	targeted_metabolomics_6	targeted_metabolomics_7	targeted_metabolomics_8	targeted_metabolomics_9	targeted_metabolomics_10	targeted_metabolomics_11	targeted_metabolomics_12	targeted_metabolomics_13	targeted_metabolomics_14	targeted_metabolomics_15	targeted_metabolomics_16	targeted_metabolomics_17	targeted_metabolomics_18	targeted_metabolomics_19	targeted_metabolomics_20	targeted_metabolomics_21	targeted_metabolomics_22	targeted_metabolomics_23	targeted_metabolomics_24	targeted_metabolomics_25	targeted_metabolomics_26	targeted_metabolomics_27	targeted_metabolomics_28	targeted_metabolomics_29	targeted_metabolomics_30	targeted_metabolomics_31	targeted_metabolomics_32	targeted_metabolomics_33	targeted_metabolomics_34	targeted_metabolomics_35	targeted_metabolomics_36	targeted_metabolomics_37	targeted_metabolomics_38	targeted_metabolomics_39	targeted_metabolomics_40	targeted_metabolomics_41	targeted_metabolomics_42	targeted_metabolomics_43	targeted_metabolomics_44	targeted_metabolomics_45	targeted_metabolomics_46	targeted_metabolomics_47	targeted_metabolomics_48	targeted_metabolomics_49	targeted_metabolomics_50	targeted_metabolomics_51	targeted_metabolomics_52	targeted_metabolomics_53	targeted_metabolomics_54	targeted_metabolomics_55	targeted_metabolomics_56	targeted_metabolomics_57	targeted_metabolomics_58	targeted_metabolomics_59	targeted_metabolomics_60	targeted_metabolomics_61	targeted_metabolomics_62	targeted_metabolomics_63	targeted_metabolomics_64	targeted_metabolomics_65	targeted_metabolomics_66	targeted_metabolomics_67	targeted_metabolomics_68	targeted_metabolomics_69	targeted_metabolomics_70	targeted_metabolomics_71	targeted_metabolomics_72	targeted_metabolomics_73	targeted_metabolomics_74	targeted_metabolomics_75	targeted_metabolomics_76	targeted_metabolomics_77	targeted_metabolomics_78	targeted_metabolomics_79	targeted_metabolomics_80	targeted_metabolomics_81	targeted_metabolomics_82	targeted_metabolomics_83	targeted_metabolomics_84	targeted_metabolomics_85	targeted_metabolomics_86	targeted_metabolomics_87	targeted_metabolomics_88	targeted_metabolomics_89	targeted_metabolomics_90	targeted_metabolomics_91	targeted_metabolomics_92	targeted_metabolomics_93	targeted_metabolomics_94	targeted_metabolomics_95	targeted_metabolomics_96	targeted_metabolomics_97	targeted_metabolomics_98	targeted_metabolomics_99	targeted_metabolomics_100	targeted_metabolomics_101	targeted_metabolomics_102	targeted_metabolomics_103	targeted_metabolomics_104	targeted_metabolomics_105	targeted_metabolomics_106	targeted_metabolomics_107	targeted_metabolomics_108	targeted_metabolomics_109	targeted_metabolomics_110	targeted_metabolomics_111	targeted_metabolomics_112	targeted_metabolomics_113	targeted_metabolomics_114	targeted_metabolomics_115	targeted_metabolomics_116	targeted_metabolomics_117	targeted_metabolomics_118	targeted_metabolomics_119
361	11	10	7	3	9	4	6	15	6	0	17	5	14	17	9	1	0	9	9	0	12	0	0	9	0	18	9	9	0	11	2	7	6	0	0	3	0	0	12	12	7	20	13	6	12	3	7	0	11	7	10	6	3	0	16	8	0	8	2	10	5	12	19	18	6	6	10	0	24	2	5	8	0	19	9	6	9	17	7	16	5	17	0	10	5	8	0	3	12	11	12	11	0	5	18	5	0	11	2	6	11	8	21	4	0	8	6	4	13	15	8	11	9	1	7	0	11	9	0
362	4	14	7	8	11	9	5	7	9	5	5	18	16	5	14	13	4	9	10	10	13	1	10	10	13	2	8	0	13	0	0	5	4	7	14	11	7	19	11	0	10	7	0	2	1	18	6	3	0	14	14	0	0	11	0	8	0	1	4	6	18	12	4	5	8	0	9	8	0	22	7	1	0	21	3	12	0	10	12	10	13	6	0	10	9	14	8	1	18	4	0	0	0	12	5	10	0	8	8	12	0	12	8	12	9	0	17	6	0	14	17	0	7	0	13	0	0	0	15
363	17	2	0	4	9	0	4	16	0	12	15	5	13	7	0	9	10	7	10	12	9	0	0	14	10	8	8	0	0	9	7	16	0	5	16	18	15	10	2	0	4	2	1	18	0	5	10	0	13	11	6	2	0	12	4	11	11	4	0	0	12	0	13	12	7	12	9	6	0	7	11	14	0	12	0	7	0	0	8	0	6	0	5	11	14	10	11	6	6	13	11	4	8	0	0	7	8	0	13	13	0	11	14	0	9	23	23	9	0	0	1	0	0	5	8	0	8	0	0
364	8	0	4	1	14	14	15	0	8	10	9	13	7	9	14	4	11	8	18	14	0	12	15	10	12	18	5	9	3	11	11	0	21	0	13	4	13	9	7	4	9	15	16	3	0	6	0	0	0	19	14	15	14	9	4	9	10	6	13	0	11	13	1	4	9	6	9	0	4	13	7	16	4	5	8	6	9	9	0	8	11	0	8	8	8	18	7	10	8	0	0	5	0	0	6	10	0	15	15	0	6	0	0	2	1	2	10	9	14	14	3	7	0	6	4	7	4	9	0
365	12	0	0	0	13	12	9	9	1	3	2	11	9	15	18	14	8	5	2	0	8	6	0	13	16	10	12	8	14	0	0	6	16	0	12	9	9	0	3	8	9	0	14	17	8	15	0	11	0	9	7	0	0	16	14	9	8	6	0	0	7	7	9	11	13	16	6	10	11	4	18	17	17	10	10	11	7	7	13	0	14	0	10	6	4	10	9	11	4	12	1	11	12	2	0	12	0	2	1	13	12	17	14	11	7	7	0	15	0	4	16	0	4	9	0	5	13	0	11
366	12	14	0	7	13	14	4	0	2	12	10	13	7	9	6	11	0	7	8	17	9	14	0	0	17	9	0	0	18	5	0	16	10	0	7	8	10	15	13	13	14	17	12	19	0	9	20	8	11	4	14	12	0	11	4	18	13	19	13	0	0	0	0	20	13	0	13	0	7	4	0	12	13	0	0	9	16	6	7	3	5	28	15	9	0	6	0	16	0	0	2	10	0	17	7	6	7	0	13	7	0	13	9	13	9	14	13	7	1	9	14	5	14	13	4	8	14	0	0
367	22	20	5	0	21	18	0	13	5	0	0	0	0	4	0	0	10	12	9	0	11	0	9	5	8	4	9	5	10	12	0	15	11	19	13	0	9	0	16	6	12	3	10	8	0	10	12	14	5	3	5	0	8	0	10	5	3	16	11	5	6	18	10	8	14	6	13	5	11	0	9	12	11	5	5	9	4	0	16	9	5	10	10	15	9	11	2	12	5	8	11	7	3	4	11	0	6	0	14	14	0	13	0	7	11	0	8	6	15	5	0	0	8	0	14	8	12	14	0
368	8	21	3	0	12	7	0	0	12	0	3	8	13	17	13	22	10	11	18	9	0	8	0	17	11	13	0	14	11	0	6	8	0	5	16	5	10	10	0	11	0	10	13	0	18	0	10	0	14	6	0	16	5	0	8	14	9	0	14	13	0	10	7	11	0	12	20	3	9	12	8	5	0	14	11	13	0	9	11	13	17	13	15	0	1	20	2	12	3	1	14	21	4	14	11	12	15	1	3	4	1	6	0	17	17	11	0	14	11	9	3	11	10	1	13	4	10	14	11
369	12	16	20	13	11	13	20	10	3	15	8	11	4	8	11	6	20	6	2	7	15	7	1	9	10	9	9	0	3	20	12	12	11	10	9	7	7	8	7	15	9	8	15	11	0	0	12	17	9	7	10	8	13	11	14	15	17	0	9	18	0	17	8	8	6	0	0	0	13	0	9	0	16	13	16	14	0	15	6	19	6	12	0	14	0	5	18	0	13	0	14	8	0	15	5	9	0	0	16	14	9	12	0	5	13	7	0	7	20	0	18	12	14	0	8	10	0	11	9
370	0	16	11	0	8	4	5	19	9	14	6	0	14	0	11	9	14	9	9	7	12	4	12	4	11	21	12	12	6	12	0	8	6	8	12	13	15	3	10	10	3	0	12	0	14	7	6	0	6	3	14	1	8	11	11	18	12	11	0	5	12	2	0	4	9	0	0	0	15	1	0	11	9	14	9	14	16	18	0	8	6	8	18	4	10	0	11	1	0	13	12	8	5	9	4	9	5	1	8	4	0	3	4	13	9	18	8	11	10	20	10	0	6	5	13	0	12	0	0
371	0	15	13	4	0	16	8	7	11	0	0	0	13	8	11	2	16	2	9	0	3	6	7	6	0	14	7	6	9	3	21	5	1	0	18	8	20	0	7	16	15	13	6	3	15	3	12	15	0	11	2	8	13	8	0	0	0	17	10	0	10	9	18	21	18	18	0	16	9	17	6	13	0	15	11	2	15	10	13	6	4	9	0	0	16	14	7	5	0	10	0	20	0	18	6	14	15	3	0	0	8	7	5	12	9	13	0	0	15	17	6	12	17	14	2	5	3	8	10
372	11	12	13	17	21	22	8	16	0	17	11	6	5	0	10	17	12	5	7	4	16	10	8	9	6	4	0	7	11	12	0	21	0	8	12	7	7	0	9	24	5	14	5	4	10	11	8	10	10	0	10	0	19	12	20	20	10	4	11	0	9	7	6	8	0	4	3	11	15	13	0	8	11	13	15	10	12	6	0	0	0	25	7	2	12	6	0	9	17	11	11	3	6	14	10	11	0	8	11	11	13	2	0	18	9	0	0	11	0	0	4	15	13	7	6	11	6	9	18
373	10	18	13	13	0	13	20	0	11	13	2	6	5	14	14	16	18	7	7	3	0	10	6	5	0	4	13	11	14	14	5	18	9	8	11	0	0	10	5	10	14	1	0	12	18	10	6	11	5	0	16	12	13	6	10	12	5	9	4	0	15	0	9	10	9	12	0	9	0	6	0	8	12	19	6	0	5	10	0	12	14	0	0	0	2	0	0	10	0	12	8	7	9	13	6	0	12	15	17	13	0	8	12	0	16	0	13	9	6	8	11	4	8	13	9	0	6	0	9
374	6	0	9	7	0	11	8	5	0	18	9	5	9	16	0	0	15	5	0	9	15	7	9	6	14	10	8	7	18	9	7	9	0	5	11	9	0	5	6	3	3	8	11	11	15	0	20	7	18	4	12	3	19	10	13	9	10	14	0	0	0	4	5	0	0	11	14	8	0	9	7	21	0	14	14	0	10	10	0	0	0	12	0	7	12	21	14	17	9	11	11	8	10	8	18	18	20	0	0	11	0	0	0	7	8	18	0	12	12	5	6	8	5	0	6	8	13	9	9
375	10	7	0	0	2	7	12	10	6	18	1	0	8	14	9	11	9	0	11	20	13	8	8	0	10	0	15	18	4	0	14	0	11	8	11	5	18	11	6	9	10	8	10	0	8	17	10	7	20	1	5	9	14	7	7	12	16	10	4	9	1	6	0	9	9	3	13	0	15	7	16	8	8	4	9	5	11	16	0	10	13	21	6	17	0	16	0	13	12	7	10	0	1	10	15	11	6	12	20	0	20	4	15	2	5	5	0	12	0	6	4	9	5	14	19	7	0	22	13
376	5	2	19	1	20	14	0	21	7	0	18	7	16	6	6	0	0	9	6	10	0	19	11	11	15	0	0	5	3	5	8	12	5	3	4	10	11	23	9	10	0	12	0	7	2	0	17	4	5	0	9	0	10	9	12	18	16	15	7	0	15	8	14	11	0	0	11	3	14	0	13	8	1	13	5	0	0	12	0	2	13	0	9	7	9	18	19	0	8	17	21	12	0	0	0	4	0	10	0	14	10	13	9	0	13	8	15	9	9	7	14	0	0	15	10	3	20	8	5
377	11	11	9	7	14	16	0	4	0	15	2	11	9	17	3	0	12	9	10	6	13	5	14	6	19	12	0	2	0	11	12	13	11	6	17	2	12	17	14	9	3	0	0	11	4	6	15	0	15	0	5	9	12	13	13	10	7	10	16	0	0	3	6	12	14	13	12	10	0	3	7	9	9	13	13	11	16	0	1	0	15	8	0	8	0	0	19	10	0	0	0	7	10	0	4	3	12	5	18	0	0	18	15	8	0	7	8	0	0	11	14	0	5	1	1	0	0	13	6
378	0	11	13	15	9	13	8	6	6	0	21	19	0	0	16	15	10	11	9	0	13	21	11	1	17	0	0	1	10	8	18	16	9	9	8	15	0	0	13	7	14	4	19	8	13	0	14	0	18	11	7	7	13	7	0	12	15	6	14	7	0	18	0	12	3	13	11	11	12	9	15	11	18	0	7	2	9	8	13	10	4	6	10	0	9	2	9	8	16	0	16	10	0	0	4	0	7	0	7	9	10	13	0	8	9	7	13	5	11	9	18	5	13	6	20	11	0	14	0
379	17	11	17	17	7	0	14	0	6	11	0	0	13	0	2	6	6	8	0	6	2	5	16	15	5	10	17	4	0	11	12	4	0	13	24	0	0	0	0	6	12	0	13	0	10	17	10	9	13	8	8	7	2	20	5	18	10	7	14	16	5	8	0	10	1	9	5	7	7	11	10	0	15	7	13	7	10	16	14	15	7	7	20	6	8	17	0	11	14	12	0	9	9	8	12	4	18	9	1	0	12	9	13	21	12	2	15	11	0	8	7	9	2	17	0	9	13	14	7
380	10	5	15	12	0	20	15	12	4	13	9	0	12	2	15	11	0	6	11	18	8	17	18	1	0	16	0	0	18	18	9	9	9	12	18	11	20	4	13	7	15	8	1	14	11	21	14	11	0	1	17	0	3	10	4	8	18	11	5	17	16	0	14	0	11	0	0	15	0	17	20	11	9	0	0	0	11	12	21	0	3	0	7	0	0	0	14	16	5	15	15	2	3	5	7	15	11	0	1	17	17	7	0	12	12	16	8	9	6	7	2	12	2	14	16	0	0	8	0
381	12	0	10	0	17	2	1	0	8	0	0	15	4	9	10	24	11	7	13	20	0	0	2	0	0	9	18	10	13	9	0	0	9	3	7	7	9	0	0	20	9	10	8	12	9	13	0	12	0	6	7	7	12	0	3	0	15	9	23	11	2	13	20	6	9	11	7	12	16	7	8	0	15	13	5	0	13	3	8	13	11	0	10	0	17	4	16	15	3	0	12	0	0	3	0	0	11	3	23	10	12	0	10	8	0	16	7	0	1	0	16	0	12	3	7	8	0	11	10
382	6	0	15	3	11	8	8	8	15	10	9	12	7	11	23	17	8	13	9	10	0	11	13	16	0	9	9	0	14	7	0	8	14	0	14	8	12	5	6	9	0	0	10	10	13	5	10	0	9	0	11	12	0	8	7	0	16	6	2	10	15	4	0	5	2	12	3	0	0	13	8	0	3	15	10	14	16	0	10	12	0	13	2	3	10	2	13	15	16	8	14	0	0	15	10	7	8	0	13	0	7	3	9	9	0	1	0	17	13	12	0	14	3	0	2	0	4	11	10
383	6	11	12	17	13	6	11	0	9	16	14	11	14	10	16	8	0	7	12	13	12	10	13	10	3	7	10	13	6	13	7	0	0	12	0	13	10	0	8	14	6	8	13	11	0	5	0	9	23	5	17	7	16	10	0	8	5	0	0	8	11	13	0	0	9	0	15	2	5	9	0	14	12	6	0	2	0	18	0	13	0	6	11	2	0	15	6	0	4	14	13	14	7	14	10	26	11	10	5	8	9	0	9	0	0	6	5	6	0	5	7	0	14	14	11	15	8	14	11
384	22	9	8	7	3	12	15	6	8	0	9	8	17	0	0	16	0	4	8	9	7	12	0	1	11	20	0	8	16	14	8	2	10	7	0	14	0	0	0	20	0	13	6	5	0	11	14	0	12	11	11	0	0	8	4	16	10	10	9	1	5	12	9	21	10	14	0	12	17	7	0	0	8	0	0	17	15	3	15	8	8	7	13	9	14	16	16	5	5	5	14	0	0	9	11	13	6	0	11	14	4	18	9	6	12	7	11	21	10	0	10	0	2	6	8	3	0	0	13
385	11	19	9	0	2	13	0	8	13	12	0	11	6	9	0	0	10	9	4	11	4	12	0	0	14	5	4	14	0	5	5	1	0	14	12	12	12	0	15	0	1	10	25	6	9	12	8	0	12	6	2	0	5	0	10	0	12	4	7	0	12	13	19	8	12	5	0	0	15	10	15	9	1	8	3	0	14	14	14	7	10	13	15	0	19	0	0	8	8	12	0	7	12	12	9	0	0	0	0	13	0	0	14	10	0	10	15	14	0	7	7	14	6	0	18	11	6	2	0
386	5	10	12	5	8	7	9	0	0	0	10	15	4	5	9	16	9	9	19	9	8	13	0	9	9	3	9	8	6	15	8	14	14	8	4	0	18	15	9	0	9	6	17	15	17	11	10	15	8	3	7	0	5	7	14	0	3	9	2	9	7	8	7	11	13	9	9	10	4	13	3	9	8	18	0	14	17	11	11	2	4	0	0	13	15	0	2	7	0	8	6	13	4	13	17	9	12	1	11	6	13	19	11	0	0	9	14	18	11	10	7	8	21	7	0	14	3	10	19
387	7	13	13	10	0	12	4	9	8	16	10	11	7	14	8	13	6	11	10	6	0	8	5	7	2	0	11	8	8	13	0	0	0	9	0	0	12	0	2	10	0	8	6	4	4	11	13	13	13	0	0	5	2	5	14	6	15	13	17	7	11	8	13	0	12	8	4	7	9	10	11	0	15	2	6	0	0	0	0	14	5	0	9	0	0	13	15	9	11	0	17	4	17	4	15	6	8	12	0	0	18	19	21	13	5	0	10	9	17	7	9	8	2	4	11	19	13	14	0
388	17	0	1	5	8	13	3	0	9	0	0	15	0	9	12	3	13	0	4	14	5	14	5	14	0	10	11	6	12	0	9	2	13	0	13	17	11	2	6	0	0	17	7	2	0	7	0	0	0	10	9	9	14	8	11	10	3	19	16	4	6	0	0	17	6	0	6	15	0	10	11	0	6	0	6	5	16	10	12	15	0	9	14	0	2	18	13	0	12	7	5	7	11	0	0	8	7	9	16	0	9	4	13	8	13	0	11	0	15	17	14	0	0	0	10	12	1	6	0
389	8	7	14	15	4	12	6	2	16	9	0	12	0	12	20	11	17	7	18	11	12	3	12	7	6	3	11	0	15	6	14	11	14	12	0	8	0	8	6	8	0	10	13	8	10	15	10	0	21	11	9	0	20	15	0	5	9	9	4	16	0	12	14	9	0	11	12	16	12	16	12	16	9	0	14	11	6	5	11	11	7	12	9	11	12	5	8	0	1	8	10	15	8	13	15	10	0	0	10	10	11	0	0	16	0	0	0	0	10	15	7	0	15	5	11	4	9	11	18
390	15	3	11	8	0	15	0	12	15	8	0	15	7	20	8	0	8	14	9	12	0	5	12	9	15	15	10	0	8	4	0	12	6	10	3	1	10	9	2	7	12	8	17	9	12	0	2	16	6	13	6	17	15	12	16	8	6	0	13	11	10	0	5	5	14	11	0	0	0	7	0	0	0	0	0	10	14	0	1	21	14	9	10	24	13	0	13	6	10	2	15	13	12	18	7	1	11	5	6	0	0	5	7	0	6	8	20	9	13	11	0	11	7	16	14	9	0	16	0
391	21	14	9	0	17	4	8	15	9	5	11	7	0	9	0	7	23	0	14	15	4	3	0	4	19	15	0	13	0	6	0	10	15	16	5	0	7	4	7	16	27	8	13	15	7	15	0	9	6	11	8	15	11	5	7	0	5	0	8	8	15	13	1	2	11	13	12	11	0	10	13	13	14	11	0	18	9	7	6	15	14	8	6	10	12	14	0	9	0	0	8	7	16	10	16	11	0	7	1	14	19	15	9	0	0	0	12	0	12	15	15	2	0	11	7	8	12	0	12
392	7	0	5	6	1	0	0	13	6	0	0	13	7	10	14	12	9	13	8	5	2	5	0	16	16	8	7	17	19	10	10	19	12	6	6	14	2	3	13	6	0	3	0	7	12	11	11	5	0	11	4	22	13	6	14	6	15	15	0	13	0	12	14	7	0	13	18	14	5	3	8	11	0	11	3	7	14	16	14	0	13	0	7	8	17	12	10	12	17	17	14	7	9	2	0	6	8	8	0	14	10	0	0	10	14	13	0	7	4	6	9	9	16	0	0	15	1	1	15
393	16	3	9	14	0	7	4	7	17	5	11	0	7	5	12	12	3	10	4	10	13	1	14	9	8	14	15	14	4	12	3	9	1	10	0	7	5	12	15	5	8	14	0	0	0	5	10	12	0	13	5	10	5	2	2	18	20	9	4	6	12	13	6	16	8	4	8	9	0	0	9	13	16	9	0	0	14	18	19	4	0	12	3	10	11	0	7	7	14	0	0	2	0	8	15	17	0	0	6	10	0	11	1	8	0	12	9	4	2	2	16	0	13	9	15	5	14	9	13
394	10	11	14	11	22	8	11	12	1	13	11	11	6	12	0	0	9	10	20	0	16	2	13	5	12	19	4	18	4	11	9	10	10	13	14	10	0	10	5	0	11	0	15	11	10	5	0	7	11	10	5	16	12	0	6	12	0	13	0	8	12	12	7	0	5	4	4	11	8	5	19	13	7	16	16	20	10	9	14	11	11	0	15	6	12	7	9	9	0	8	6	6	0	18	13	15	5	0	10	0	11	0	16	10	1	15	3	15	15	13	12	13	7	12	0	7	0	20	12
395	17	10	10	14	6	9	12	7	10	9	4	6	5	10	0	18	12	9	8	4	4	9	10	1	15	9	6	11	13	0	4	10	16	5	4	0	21	0	0	9	20	13	12	6	14	4	10	14	16	0	9	12	0	3	0	0	14	17	14	0	8	10	15	0	2	20	7	0	0	15	15	20	13	11	7	15	7	13	8	16	6	10	0	5	7	8	6	5	0	11	0	9	0	9	17	14	0	6	17	18	4	0	19	15	0	11	0	10	14	0	13	14	8	3	6	0	2	18	0
396	11	6	8	10	13	6	7	5	9	4	10	13	10	24	2	0	0	12	8	14	16	11	12	13	9	11	22	8	5	0	7	12	16	14	0	10	6	13	0	0	20	13	0	0	7	7	17	14	0	6	0	10	4	12	0	0	3	6	0	0	9	0	0	17	7	8	0	7	14	12	8	0	10	13	11	24	3	0	11	14	11	2	0	13	14	8	3	5	14	0	0	9	0	5	7	0	13	5	13	8	0	7	15	7	7	4	5	10	12	9	0	12	8	12	8	16	12	13	22
397	0	7	12	0	12	8	13	5	0	11	0	0	7	13	20	7	13	2	6	0	0	7	7	9	9	16	12	3	10	15	11	11	0	11	0	14	5	12	13	9	10	13	15	15	17	17	8	0	13	2	6	10	0	1	9	7	13	0	10	0	6	13	1	0	0	8	18	20	0	0	0	0	9	12	14	6	17	6	0	0	0	15	0	9	6	0	13	3	0	12	4	1	16	0	0	12	0	0	18	8	12	5	0	9	18	12	8	13	13	8	7	6	13	16	0	6	21	19	0
398	13	21	10	0	10	13	10	0	7	14	0	10	4	0	0	13	18	20	4	8	5	11	5	11	0	7	11	7	19	11	8	13	14	13	4	10	9	2	0	4	4	10	7	9	0	8	22	12	0	0	6	13	3	14	4	15	11	10	3	11	0	0	20	3	5	0	4	21	20	9	3	9	15	8	10	5	3	0	0	8	4	12	1	6	10	16	9	11	3	1	0	0	0	15	0	0	0	0	13	0	4	10	6	18	5	0	12	17	9	0	2	13	0	10	10	7	9	14	4
399	8	6	19	14	13	10	0	13	8	6	6	14	0	0	17	6	0	10	13	5	11	2	0	2	13	6	18	13	14	11	5	11	13	11	20	17	0	8	25	12	8	20	12	15	9	0	0	4	0	12	14	11	17	8	11	12	0	10	16	8	3	12	7	6	0	12	9	0	0	9	3	13	11	13	10	10	9	9	5	9	9	9	11	3	8	6	13	13	12	15	10	10	12	15	0	9	15	19	0	17	17	7	13	8	0	22	11	5	9	11	15	7	2	11	0	2	9	0	14
400	10	0	0	10	5	0	12	10	6	10	20	13	16	0	15	8	10	8	0	3	4	8	13	2	1	2	0	19	6	3	0	18	3	19	17	0	9	13	7	10	0	13	6	15	16	0	10	0	0	8	0	3	0	12	8	0	5	0	21	8	7	14	0	12	11	12	0	6	0	13	1	11	3	0	0	6	10	7	0	3	20	0	4	17	8	15	6	8	9	7	5	16	0	6	16	3	12	15	1	14	12	8	10	7	16	11	4	11	13	11	11	19	0	15	9	9	12	13	9
401	15	10	13	13	5	10	8	11	1	0	11	6	11	0	19	1	0	0	18	4	20	10	6	13	0	0	5	11	12	0	14	11	15	2	16	7	4	8	14	0	9	14	6	15	11	0	13	18	11	12	0	9	12	0	10	0	0	16	10	8	15	11	10	18	0	23	0	6	8	6	0	5	7	0	3	9	1	0	2	16	11	0	6	7	2	9	0	11	2	9	0	12	0	9	0	11	4	11	0	2	13	10	0	8	7	0	0	12	9	15	15	14	14	0	13	12	6	12	0
402	3	13	2	12	0	5	5	16	12	9	21	8	0	11	1	11	9	9	0	11	0	0	15	6	12	0	0	11	0	6	11	0	15	11	6	4	10	10	10	8	14	11	12	0	0	10	11	16	17	0	0	14	12	16	10	0	9	0	10	21	0	14	12	10	15	10	2	8	20	0	10	6	6	15	15	1	11	10	6	12	1	6	9	8	12	2	16	11	0	6	8	13	14	0	20	2	13	2	17	12	12	0	7	1	2	2	0	0	0	6	6	4	12	0	0	16	22	0	17
403	6	1	10	0	10	0	15	0	15	11	11	8	8	16	0	1	0	6	11	13	0	15	10	12	7	23	0	3	0	12	12	3	11	5	10	11	8	0	17	8	0	14	7	0	7	11	19	14	0	2	13	9	7	4	0	14	25	15	17	9	4	17	0	8	12	12	1	0	9	13	8	11	15	17	6	12	11	15	14	13	0	3	8	5	10	2	7	0	9	0	5	21	14	8	7	11	11	8	3	0	15	13	7	2	6	5	7	18	0	15	0	0	10	11	10	15	21	7	10
404	11	2	6	7	13	7	15	4	10	5	11	7	12	20	0	16	0	13	4	2	13	10	6	15	6	19	3	0	0	0	13	15	1	0	5	7	7	6	0	4	9	0	11	14	0	19	16	6	14	16	17	7	6	15	8	0	17	0	15	0	0	7	14	9	16	11	10	14	16	6	9	10	3	13	0	7	14	0	7	9	7	0	13	4	9	0	7	1	15	11	9	2	0	9	7	0	11	7	15	18	6	16	0	3	5	0	9	13	12	1	0	16	11	0	12	11	12	13	2
405	0	14	0	8	6	0	6	16	17	0	6	17	0	5	10	11	9	0	11	9	9	0	0	7	13	14	14	11	13	12	6	10	20	21	8	11	14	10	8	2	7	7	0	0	1	10	8	10	12	13	9	3	0	2	14	5	10	12	0	3	11	6	8	16	8	9	14	13	5	12	16	10	17	6	11	14	8	0	0	7	4	5	8	13	4	13	20	12	0	2	7	16	10	14	11	15	0	8	0	6	7	13	13	0	0	6	15	14	7	10	0	9	0	0	8	13	5	9	0
406	11	13	3	8	15	0	9	20	0	12	9	12	13	0	19	13	20	7	9	0	10	8	8	11	0	0	1	10	14	8	9	8	0	0	14	0	8	0	12	5	11	10	6	0	15	0	2	0	0	0	13	4	4	13	8	17	0	12	1	13	8	16	0	13	0	7	13	6	5	0	0	3	8	0	4	0	4	13	8	9	0	7	0	10	18	0	9	18	1	2	13	11	1	5	0	0	0	6	10	19	6	16	0	12	6	15	15	5	4	6	2	0	3	11	4	18	0	13	8
407	14	6	14	0	1	8	6	13	12	10	11	2	10	7	11	6	11	12	14	16	10	7	15	0	16	13	10	0	17	8	1	8	15	10	0	9	13	5	10	23	12	13	0	20	16	19	10	13	5	13	14	8	0	3	0	0	5	6	17	17	17	0	10	10	0	16	16	6	13	16	8	20	9	14	6	0	0	2	17	8	14	15	8	9	17	4	9	7	2	13	20	14	10	6	7	16	9	0	7	2	13	16	0	15	6	6	8	7	10	4	9	2	12	0	0	11	7	5	4
408	19	1	12	11	22	0	13	6	18	9	13	12	9	9	14	9	5	28	10	20	0	0	15	0	9	0	16	8	16	9	12	15	7	15	0	8	2	11	4	13	5	0	3	10	10	0	0	10	0	10	11	0	7	20	0	0	14	14	15	16	0	6	0	0	10	14	12	2	6	7	18	0	10	12	11	13	9	17	0	2	2	11	1	10	8	0	13	7	0	14	12	9	6	13	13	0	6	3	10	8	0	0	0	0	0	8	20	21	10	4	21	10	5	4	12	0	7	8	0
409	13	12	14	11	0	5	9	17	5	8	5	10	7	12	14	6	9	8	7	12	0	16	5	0	13	11	13	7	4	11	14	9	13	9	13	0	11	0	9	7	6	5	15	6	2	6	13	11	8	9	5	15	7	14	18	9	2	11	0	0	11	15	9	15	13	7	15	15	0	7	0	10	0	7	10	0	0	15	0	6	0	6	15	16	7	0	20	15	13	19	0	0	9	13	17	0	0	5	10	8	0	7	14	9	7	5	0	13	12	6	17	4	5	11	0	0	0	10	10
410	7	6	12	9	6	15	5	5	18	5	14	0	20	0	0	11	0	19	4	11	11	0	0	0	0	11	11	2	13	4	0	13	2	0	12	0	16	4	0	3	0	1	12	11	10	0	13	9	11	12	1	17	8	12	11	3	10	8	11	5	15	9	0	8	14	15	10	10	18	9	3	5	9	0	13	14	18	12	13	17	7	7	0	9	17	1	2	0	4	16	7	7	11	0	15	10	0	2	23	0	6	0	13	13	12	16	13	0	11	9	13	8	8	9	15	0	17	0	13
411	16	8	7	0	11	7	7	13	14	0	9	17	7	0	0	0	11	7	14	6	12	9	7	10	10	3	13	11	17	1	0	12	4	9	0	6	10	11	8	12	10	11	0	12	11	0	10	5	10	8	3	0	12	14	3	0	15	19	13	2	16	8	0	9	0	0	1	14	18	8	11	4	7	13	7	4	20	13	14	0	17	1	10	0	17	10	0	7	1	3	11	0	10	12	0	11	13	0	3	13	3	14	15	0	7	0	9	0	0	16	9	13	6	0	7	6	16	8	0
412	19	5	21	1	6	18	0	11	8	9	7	17	0	6	7	4	11	14	0	12	3	0	0	7	15	3	17	4	0	0	11	0	5	11	11	12	0	9	8	9	8	8	4	9	16	11	0	7	7	13	0	0	5	5	0	0	1	17	8	9	1	8	0	13	0	19	13	4	6	16	0	16	5	11	13	13	10	0	7	0	0	11	9	4	18	0	7	1	0	4	0	6	0	12	17	0	8	0	7	12	6	0	9	7	7	3	9	0	11	0	7	14	9	10	0	17	8	11	2
